session_pitch_id,releaseHeight,horizontalBreak,spinClockTiltHour,date,szx,szy,selected,verticalBreak,_hour,videoPointerID,speed,no,pitchType,_minute,spinConfidence,spinEfficiency,releaseSide,trueSpin,date_original,_month,_milisecond,strike,sessionID,_day,truespin,_year,pitch_id,spin,launchAngle,_second,spinAxis,releaseExtension,rifleSpin,gyroDegree,mode,_id,spinClockTiltMinute,horizontalAngle,memo
0,6.675457392036459,0,1,2019-09-27 00:00:00,-25.9,50.6,False,0,19,,52.6,1,0,40,0,0,-1.9180657378235964,0,2019-09-27T19:40:32.000Z,9,0,N,0,27,0,2019,1569613232,1755,3.9767096,32,0,0,523.755,90.0,1,101375,52,0.3,
1,5.6442024035923115,-11.6,1,2019-09-27 00:00:00,-11.5,45.6,False,12.7,19,,80.8,2,0,38,0.766602,96.9,-1.9407870764408102,1545,2019-09-27T19:38:55.000Z,9,0,N,0,27,1545,2019,1569613135,1595,-0.4679854,55,10h:36m,0,-393.826447,-14.3,1,101375,24,2.6,
2,5.5220505333279,0,7,2019-09-27 00:00:00,32.3,17.4,False,0,19,,71.3,3,0,37,0,0,-1.8970728375292198,0,2019-09-27T19:37:49.000Z,9,0,N,0,27,0,2019,1569613069,1867,1.01107109,49,0,0,-1622.19421,-90.0,1,101375,12,3.8,
3,5.7062106385947,-11.8,1,2019-09-27 00:00:00,-1.2,23.4,False,15.2,19,,80,4,0,37,0.749807,99.6,-1.94231594783421,1762,2019-09-27T19:37:38.000Z,9,0,Y,0,27,1762,2019,1569613058,1768,-2.51614022,38,10h:44m,0,-147.884354,-4.8,1,101375,16,3.7,
4,5.58727723946379,7.2,7,2019-09-27 00:00:00,7.8,6.4,False,-9.8,19,,71.1,5,4,37,0.872204661,56.3,-2.0307308364200445,1083,2019-09-27T19:37:16.000Z,9,0,N,0,27,1083,2019,1569613036,1922,-0.332183421,16,04h:42m,0,-1588.31714,-55.7,1,101375,18,2.0,
5,5.655277764501534,0,6,2019-09-27 00:00:00,-14.4,52,False,0,19,,67.7,6,4,37,0,0,-2.06332316586591,0,2019-09-27T19:37:04.000Z,9,0,N,0,27,0,2019,1569613024,1534,3.23786783,4,0,0,-1033.73987,-90.0,1,101375,46,-0.0,
6,5.642088066318756,13.1,7,2019-09-27 00:00:00,15.8,37.3,False,-11.3,19,,67.8,7,3,36,0.7943817,84.1,-1.7925918662418001,1340,2019-09-27T19:36:49.000Z,9,0,N,0,27,1340,2019,1569613009,1592,2.61629057,49,04h:20m,0,-860.7942,-32.7,1,101375,40,1.9,
7,5.711069562486601,-11.2,1,2019-09-27 00:00:00,11.1,7.3,False,15.6,19,,80.8,8,0,36,0.7684103,99.3,-1.89422867741991,1824,2019-09-27T19:36:38.000Z,9,0,N,0,27,1824,2019,1569612998,1837,-3.01920319,38,10h:50m,0,-220.422379,-6.9,1,101375,10,4.9,
8,5.730781275114987,0,1,2019-09-27 00:00:00,-2.5,46.6,False,0,19,,80.5,9,0,36,0,0,-1.7505108294324299,0,2019-09-27T19:36:27.000Z,9,0,N,0,27,0,2019,1569612987,1729,-0.775476158,27,0,0,-200.437958,-90.0,1,101375,14,3.3,
9,5.753456471999847,-11.9,1,2019-09-27 00:00:00,-2.1,30.5,False,15.3,19,,80.6,10,0,36,0.8207979,99.4,-1.9378405541266202,1834,2019-09-27T19:36:15.000Z,9,0,Y,0,27,1834,2019,1569612975,1845,-1.65113151,15,10h:44m,0,-202.0634,-6.3,1,101375,16,3.4,
10,5.542520546482374,0,7,2019-09-27 00:00:00,21.8,10.4,False,0,19,,70.2,11,4,36,0,0,-1.856876525132164,0,2019-09-27T19:36:00.000Z,9,0,N,0,27,0,2019,1569612960,1846,1.25661623,0,0,0,-1512.716,-90.0,1,101375,14,2.8,
11,5.537934818128948,6.4,7,2019-09-27 00:00:00,16.1,5.2,False,-10.6,19,,70.3,12,4,35,0.9420695,56.6,-2.00572211590959,990,2019-09-27T19:35:45.000Z,9,0,N,0,27,990,2019,1569612945,1750,0.484765977,45,04h:52m,0,-1443.165,-55.6,1,101375,8,2.7,
12,5.659838853747312,0,1,2019-09-27 00:00:00,-9,21.3,False,0,19,,80.5,13,0,35,0,0,-2.03795571175911,0,2019-09-27T19:35:32.000Z,9,0,Y,0,27,0,2019,1569612932,1745,-2.87761641,32,0,0,-72.79603,-90.0,1,101375,12,2.8,
13,5.598169923207381,6.1,7,2019-09-27 00:00:00,-5.2,33.7,False,-6.8,19,,68.1,14,3,35,0.9071414,74,-1.82981102640336,542,2019-09-27T19:35:20.000Z,9,0,Y,0,27,542,2019,1569612920,732,2.84275413,20,04h:32m,0,491.978424,42.2,1,101375,28,0.6,
14,5.591533243407267,10.6,9,2019-09-27 00:00:00,-10.2,38.6,False,5.8,19,,68.3,15,3,35,0.8128439,99.8,-1.8540067810333134,686,2019-09-27T19:35:09.000Z,9,0,Y,0,27,686,2019,1569612909,687,3.002279,9,02h:04m,0,-42.9801979,-3.6,1,101375,56,-0.2,
15,5.656348991537283,-11.3,1,2019-09-27 00:00:00,-14.4,14.2,False,15.1,19,,80.4,16,0,34,0.77009654,99.4,-1.79337008146608,1770,2019-09-27T19:34:56.000Z,9,0,N,0,27,1770,2019,1569612896,1781,-2.80699229,56,10h:46m,0,-197.298859,-6.4,1,101375,14,2.5,
16,5.772310146569187,-11.1,1,2019-09-27 00:00:00,5.7,44.9,False,15,19,,81.1,17,0,34,0.8341825,99.7,-1.64466634108257,1771,2019-09-27T19:34:42.000Z,9,0,N,0,27,1771,2019,1569612882,1777,-0.5736229,42,10h:46m,0,-145.814056,-4.7,1,101375,14,3.6,
17,5.883034392144312,0,1,2019-09-27 00:00:00,-11.9,38.5,False,0,19,,80,18,0,34,0,0,-1.82553412350972,0,2019-09-27T19:34:29.000Z,9,0,N,0,27,0,2019,1569612869,1783,-2.563454,29,0,0,-156.736,-90.0,1,101375,28,1.9,
18,5.478464345597607,0,10,2019-09-27 00:00:00,-3.3,31.7,False,0,19,,69.8,19,4,34,0,0,-2.0334334020409504,0,2019-09-27T19:34:07.000Z,9,0,Y,0,27,0,2019,1569612847,904,3.18669033,7,0,0,86.80211,90.0,1,101375,50,0.5,
19,5.499144496547676,0,7,2019-09-27 00:00:00,32.4,7.8,False,0,19,,69.8,20,4,33,0,0,-2.0009019059285102,0,2019-09-27T19:33:56.000Z,9,0,N,0,27,0,2019,1569612836,1616,0.54365325,56,0,0,-1342.89966,-90.0,1,101375,10,3.8,
20,5.5213779611484,5.6,7,2019-09-27 00:00:00,22.6,24.2,False,-5.9,19,,71.4,21,4,33,0.9566299,35.4,-2.0879475097353604,630,2019-09-27T19:33:40.000Z,9,0,N,0,27,630,2019,1569612820,1780,1.298059,40,04h:22m,0,-1664.728,-69.3,1,101375,38,3.6,
21,5.5703182499367,-11,1,2019-09-27 00:00:00,1.6,18.2,False,14.5,19,,79.6,22,0,33,0.7685366,99.7,-1.65435728597919,1722,2019-09-27T19:33:32.000Z,9,0,Y,0,27,1722,2019,1569612812,1728,-1.19935358,32,10h:46m,0,-136.282089,-4.5,1,101375,14,3.7,
22,5.767544496955645,-13.2,1,2019-09-27 00:00:00,-1.3,33.8,False,13.5,19,,79.3,23,0,33,0.8473848,100,-1.8965537036701632,1715,2019-09-27T19:33:18.000Z,9,0,Y,0,27,1715,2019,1569612798,1715,-1.15765309,18,10h:30m,0,-45.3320427,-1.5,1,101375,30,3.3,
23,5.776657292245086,-11.7,1,2019-09-27 00:00:00,-7.9,42.1,False,15.5,19,,79.5,24,0,33,0.775155842,99.6,-1.8457974535930137,1783,2019-09-27T19:33:07.000Z,9,0,N,0,27,1783,2019,1569612787,1790,-0.817121267,7,10h:46m,0,-157.087753,-5.0,1,101375,14,2.8,
24,5.8593982372527424,-11.6,1,2019-09-27 00:00:00,-16.1,33.6,False,15.5,19,,79.4,25,0,32,0.746912,99.6,-1.71717585562848,1745,2019-09-27T19:32:50.000Z,9,0,N,0,27,1745,2019,1569612770,1751,-1.66674757,50,10h:46m,0,-154.071854,-5.0,1,101375,14,2.2,
25,5.7355511898204,-15.2,1,2019-09-27 00:00:00,-10.2,39.1,False,10.5,19,,78.1,26,0,32,0.846239269,87.9,-2.0461138482544503,1899,2019-09-27T19:32:34.000Z,9,0,Y,0,27,1899,2019,1569612754,2160,-0.3058595,34,10h:12m,0,-1028.77637,-28.4,1,101375,48,2.8,
26,5.415593151276322,-12.7,1,2020-01-28 00:00:00,14.1,17,False,13.3,19,,85.4,1,0,2,0.870022655,92.5,-2.1839337303537003,2012,2020-01-28T19:02:33.000Z,1,0,N,1,28,2012,2020,1580238153,2174,-2.03739619,33,10h:38m,0,-824.7214,-22.3,1,101637,22,5.1,
27,4.982940099437586,-5.9,2,2020-01-28 00:00:00,-5.3,5.8,False,0.6,19,,70.6,2,6,2,0.841657937,56,-2.1876107316716253,324,2020-01-28T19:02:05.000Z,1,0,N,1,28,324,2020,1580238125,578,0.6131075,5,09h:14m,0,-478.971863,-55.9,1,101637,46,2.0,
28,5.317281865037649,0,3,2020-01-28 00:00:00,-20.6,33.3,False,0,19,,68.9,3,6,1,0,0,-2.0686245700734434,0,2020-01-28T19:01:31.000Z,1,0,N,1,28,0,2020,1580238091,406,2.12669945,31,0,0,-242.884247,-90.0,1,101637,36,1.8,
29,0,0,12,2020-01-28 00:00:00,0,0,False,0,19,,0,4,6,1,0,0,0,0,2020-01-28T19:01:16.000Z,1,0,N,1,28,0,2020,1580238076,0,0,16,0,0,0,0,1,101637,0,0,
30,5.25591372189975,0,3,2020-01-28 00:00:00,-4.8,29.1,False,0,19,,71.3,5,6,1,0,0,-2.14934317912002,0,2020-01-28T19:01:06.000Z,1,0,Y,1,28,0,2020,1580238066,532,0.517873347,6,0,0,-403.474335,-90.0,1,101637,6,3.5,
31,5.317501681310949,-8.2,2,2020-01-28 00:00:00,12.4,4.4,False,2.5,19,,69.5,6,6,0,0.9245764,74.8,-2.0367376474527967,472,2020-01-28T19:00:45.000Z,1,0,N,1,28,472,2020,1580238045,631,-0.8725981,45,09h:40m,0,-419.31427,-41.6,1,101637,20,3.8,
32,5.37064994254659,-9,2,2020-01-28 00:00:00,13.2,12.8,False,2,19,,69.5,7,6,0,0.9612296,92.7,-1.749736981006057,476,2020-01-28T19:00:07.000Z,1,0,N,1,28,476,2020,1580238007,513,0.06410614,7,09h:26m,0,-191.963364,-22.0,1,101637,34,3.7,
33,5.109941411966586,0,3,2020-01-28 00:00:00,-25.9,32.2,False,0,18,,70.5,8,6,59,0,0,-2.33532447861531,0,2020-01-28T18:59:42.000Z,1,0,N,1,28,0,2020,1580237982,597,1.16261554,42,0,0,-459.406982,-90.0,1,101637,2,1.3,
34,4.867824515273109,11,8,2020-01-28 00:00:00,-12.2,14.7,False,-4.7,18,,70.5,9,4,59,0.804222,54.9,-2.31089272004799,1194,2020-01-28T18:59:18.000Z,1,0,N,1,28,1194,2020,1580237958,2176,0.418296278,18,03h:44m,0,-1818.44312,-56.7,1,101637,16,0.6,
35,4.993462441973265,0,8,2020-01-28 00:00:00,-15.9,59.1,False,0,18,,71.2,10,4,58,0,0,-2.27361778560813,0,2020-01-28T18:58:58.000Z,1,0,N,1,28,0,2020,1580237938,2249,3.518196,58,0,0,-1899.5946,-90.0,1,101637,46,-0.3,
36,4.993485506277762,11.5,9,2020-01-28 00:00:00,-3.9,17.8,False,-0.3,18,,71.9,11,4,57,0.851295769,51,-2.3973981565311844,1176,2020-01-28T18:57:51.000Z,1,0,Y,1,28,1176,2020,1580237871,2307,0.711533666,51,02h:56m,0,-1984.64807,-59.4,1,101637,4,1.6,
37,4.98511191702619,13.9,8,2020-01-28 00:00:00,9.1,17.8,False,-6.2,18,,70,12,4,57,0.8988694,68.1,-2.071333762990947,1460,2020-01-28T18:57:06.000Z,1,0,Y,1,28,1460,2020,1580237826,2145,1.5240984,6,03h:44m,0,-1571.44678,-47.1,1,101637,16,2.1,
38,5.0714927898609,0,8,2020-01-28 00:00:00,-29.3,35.8,False,0,18,,69.3,13,4,56,0,0,-2.30583169641825,0,2020-01-28T18:56:39.000Z,1,0,N,1,28,0,2020,1580237799,2086,2.674967,39,0,0,-1741.50293,-90.0,1,101637,4,-0.6,
39,4.923043675462029,0,8,2020-01-28 00:00:00,-12.8,31.3,False,0,18,,71.3,14,4,56,0,0,-2.3733677857597497,0,2020-01-28T18:56:15.000Z,1,0,N,1,28,0,2020,1580237775,2201,1.34384239,15,0,0,-1941.1582,-90.0,1,101637,52,1.0,
40,5.1812171994765,-13.8,1,2020-01-28 00:00:00,-21.6,25.9,False,11.5,18,,81.9,15,0,55,0.898309469,90.8,-2.195005383913836,1796,2020-01-28T18:55:16.000Z,1,0,N,1,28,1796,2020,1580237716,1977,-0.9435592,16,10h:20m,0,-827.417664,-24.7,1,101637,40,1.9,
41,5.075477862045435,-13.9,1,2020-01-28 00:00:00,-16.8,42.2,False,9.5,18,,81.3,16,0,54,0.764574468,84.2,-2.64757808801382,1728,2020-01-28T18:54:51.000Z,1,0,N,1,28,1728,2020,1580237691,2052,0.04469771,51,10h:12m,0,-1107.12854,-32.6,1,101637,48,3.0,
42,5.210283702145353,0,1,2020-01-28 00:00:00,-20.1,42.9,False,0,18,,82,17,0,51,0,0,-2.42691338951568,0,2020-01-28T18:51:44.000Z,1,0,N,1,28,0,2020,1580237504,2191,-0.386921585,44,0,0,-787.005249,-90.0,1,101637,24,2.1,
43,5.080715952604578,0,1,2020-01-28 00:00:00,-22.7,37.8,False,0,18,,82.1,18,0,51,0,0,-2.41088353384827,0,2020-01-28T18:51:22.000Z,1,0,N,1,28,0,2020,1580237482,2172,-0.3467589,22,0,0,-1141.50793,-90.0,1,101637,40,1.5,
44,5.5694750740824,-16.2,1,2020-01-28 00:00:00,-14.7,39.9,False,11.4,18,,80.5,19,0,50,0.8621342,96.2,-2.433804314723005,2017,2020-01-28T18:50:56.000Z,1,0,N,1,28,2017,2020,1580237456,2098,-0.290852427,56,10h:10m,0,-576.270142,-15.9,1,101637,50,2.9,
45,4.862863327601526,14.2,8,2020-01-28 00:00:00,3.3,30.2,False,-5.4,18,,68.8,20,4,50,0.862387538,65.2,-2.44396128980406,1414,2020-01-28T18:50:19.000Z,1,0,Y,1,28,1414,2020,1580237419,2170,2.49439669,19,03h:38m,0,-1646.57031,-49.3,1,101637,22,1.9,
46,5.163302435669742,0,2,2020-01-28 00:00:00,-35.9,38.1,False,0,18,,68.2,21,6,49,0,0,-2.34593373059994,0,2020-01-28T18:49:49.000Z,1,0,N,1,28,0,2020,1580237389,472,3.22860885,49,0,0,-248.665573,-90.0,1,101637,56,-0.4,
47,5.375296268012971,-12.8,1,2020-01-28 00:00:00,2.6,22.1,False,13.4,18,,82,22,0,49,0.909297764,92.9,-2.075764609454375,1930,2020-01-28T18:49:12.000Z,1,0,Y,1,28,1930,2020,1580237352,2077,-1.54105258,12,10h:36m,0,-767.1813,-21.7,1,101637,24,3.8,
48,4.8205413459099,-11.8,1,2020-01-24 00:00:00,13,23.1,False,7.2,19,,84.9,23,0,14,0.8293586,84,-4.385435603778723,1789,2020-01-24T19:14:29.000Z,1,0,N,2,24,1789,2020,1579893269,2131,-1.53646839,29,10h:14m,0,-1157.71887,-32.9,1,101637,46,8.1,
49,4.772622907516854,-10.9,1,2020-01-24 00:00:00,-9,40,False,7.7,19,,84.8,24,0,14,0.8753184,85.6,-4.324221561690927,1758,2020-01-24T19:14:03.000Z,1,0,Y,2,24,1758,2020,1579893243,2055,0.7842396,3,10h:16m,0,-1063.16663,-31.2,1,101637,44,5.7,
50,4.5721030253223,9.8,8,2020-01-24 00:00:00,11.4,19.6,False,-4.8,19,,71.9,25,4,13,0.81250006,54.6,-4.316907093175872,1252,2020-01-24T19:13:36.000Z,1,0,N,2,24,1252,2020,1579893216,2295,1.323676,36,03h:40m,0,-1923.34485,-56.9,1,101637,20,4.3,
51,4.699125761735847,0,8,2020-01-24 00:00:00,5.6,45.9,False,0,19,,72.3,26,4,13,0,0,-4.318401876642711,0,2020-01-24T19:13:04.000Z,1,0,N,2,24,0,2020,1579893184,2311,2.190975,4,0,0,-1861.80627,-90.0,1,101637,28,4.4,
52,4.793825204137009,-11.1,1,2020-01-24 00:00:00,8.2,34.6,False,5.2,19,,84.9,27,0,12,0.891854,77.6,-4.275796299150129,1527,2020-01-24T19:12:44.000Z,1,0,Y,2,24,1527,2020,1579893164,1969,0.1612165,44,10h:02m,0,-1243.29285,-39.2,1,101637,58,7.2,
53,4.865227960151052,-11.5,1,2020-01-24 00:00:00,-9.6,24.2,False,7.3,19,,84.5,28,0,12,0.804592669,83.5,-4.399711784902785,1604,2020-01-24T19:12:12.000Z,1,0,Y,2,24,1604,2020,1579893132,1920,-1.55765092,12,10h:14m,0,-1055.48511,-33.3,1,101637,46,5.9,
54,4.612233241918731,0,8,2020-01-24 00:00:00,23.8,29,False,0,19,,71.3,29,4,11,0,0,-4.222818969673278,0,2020-01-24T19:11:53.000Z,1,0,N,2,24,0,2020,1579893113,2242,1.51866663,53,0,0,-2090.70361,-90.0,1,101637,8,5.9,
55,4.5404530580825915,0,5,2020-01-24 00:00:00,13.5,43.3,False,0,19,,73.3,30,4,11,0,0,-4.349994297950574,0,2020-01-24T19:11:29.000Z,1,0,N,2,24,0,2020,1579893089,3083,2.65201759,29,0,0,552.261536,90.0,1,101637,44,5.3,
56,5.010323039111754,-13.1,1,2020-01-24 00:00:00,-14.4,37.8,False,11.6,19,,85,31,0,11,0.8555086,95.1,-4.285335767668566,2392,2020-01-24T19:11:02.000Z,1,0,N,2,24,2392,2020,1579893062,2516,-0.136592627,2,10h:26m,0,-778.356567,-18.0,1,101637,34,5.3,
57,3.700918903263192,0,12,2020-01-24 00:00:00,26.1,-22.3,False,0,19,,69.6,32,4,10,0,0,-3.530992853136138,0,2020-01-24T19:10:40.000Z,1,0,N,2,24,0,2020,1579893040,0,0.488100022,40,0,0,0,0,1,101637,0,4.2,
58,4.694825171178129,0,8,2020-01-24 00:00:00,12.8,44.4,False,0,19,,70.1,33,4,10,0,0,-4.448601679990221,0,2020-01-24T19:10:21.000Z,1,0,N,2,24,0,2020,1579893021,2184,2.501617,21,0,0,-1579.49854,-90.0,1,101637,20,5.0,
59,4.703810833921446,-13.4,1,2020-01-24 00:00:00,-6.6,26.4,False,8.3,19,,84.9,34,0,9,0.8954887,93,-4.23909252612846,1878,2020-01-24T19:09:40.000Z,1,0,Y,2,24,1878,2020,1579892980,2020,-0.477158159,40,10h:08m,0,-744.4391,-21.6,1,101637,52,5.8,
60,4.816959554565873,-1.7,4,2020-01-24 00:00:00,3.9,41.8,False,-2.2,19,,71.4,35,6,9,0.7701465,33.1,-4.075909947140265,159,2020-01-24T19:09:17.000Z,1,0,Y,2,24,159,2020,1579892957,479,3.63025928,17,07h:40m,0,-451.7483,-70.6,1,101637,20,4.3,
61,0,0,12,2020-01-24 00:00:00,0,0,False,0,19,,0,36,6,8,0,0,0,0,2020-01-24T19:08:46.000Z,1,0,N,2,24,0,2020,1579892926,0,0,46,0,0,0,0,1,101637,0,0,
62,0,0,12,2020-01-24 00:00:00,0,0,False,0,19,,0,37,0,8,0,0,0,0,2020-01-24T19:08:24.000Z,1,0,N,2,24,0,2020,1579892904,0,0,24,0,0,0,0,1,101637,0,0,
63,4.5773876053828255,12.6,8,2020-01-24 00:00:00,2.9,29.7,False,-4.9,19,,70.2,38,4,7,0.8673467,62.2,-4.364979173301435,1363,2020-01-24T19:07:55.000Z,1,0,Y,2,24,1363,2020,1579892875,2190,2.333035,55,03h:36m,0,-1714.67334,-51.5,1,101637,24,3.5,
64,4.953098268683565,-11.9,1,2020-01-24 00:00:00,-10.1,34.8,False,11.9,19,,84.4,39,0,7,0.8311188,93.5,-4.076172742416255,2034,2020-01-24T19:07:32.000Z,1,0,Y,2,24,2034,2020,1579892852,2175,0.3525462,32,10h:32m,0,-770.9299,-20.8,1,101637,28,5.2,
65,4.47167618789931,0,12,2020-01-24 00:00:00,-2.9,25,False,0,19,,68.8,40,0,6,0,0,-4.0744460363768855,0,2020-01-24T19:06:42.000Z,1,0,Y,2,24,0,2020,1579892802,0,2.89036417,42,0,0,0,0,1,101637,0,3.0,
66,4.739827074133671,-13.3,1,2020-01-24 00:00:00,-3.3,15.8,False,8.4,19,,84.7,41,0,6,0.8588708,88.1,-4.227523201963893,1816,2020-01-24T19:06:07.000Z,1,0,Y,2,24,1816,2020,1579892767,2062,-0.891148269,7,10h:10m,0,-976.5314,-28.3,1,101637,50,5.9,
67,4.6796489572443,0,12,2020-01-24 00:00:00,-16.2,18.4,False,0,19,,72.1,42,6,5,0,0,-4.107208241151093,0,2020-01-24T19:05:43.000Z,1,0,N,2,24,0,2020,1579892743,0,1.66919065,43,0,0,0,0,1,101637,0,3.7,
68,4.833514705509672,-12.3,1,2020-01-24 00:00:00,-5.5,16.5,False,9.5,19,,84.2,43,0,5,0.854477942,87.1,-4.095460570529562,1794,2020-01-24T19:05:23.000Z,1,0,Y,2,24,1794,2020,1579892723,2059,-1.19074047,23,10h:20m,0,-1010.44073,-29.4,1,101637,40,5.6,
69,5.290944889932,-16.5,1,2019-10-15 00:00:00,-4,21.9,False,11,18,,82,44,0,54,0.891178966,97,-3.0690513760560343,2088,2019-10-15T18:54:58.000Z,10,0,Y,3,15,2088,2019,1571165698,2151,-1.49869621,58,10h:10m,0,-518.7184,-14.0,1,101637,50,4.6,
70,4.867715394538036,13.4,8,2019-10-15 00:00:00,10.3,34,False,-4.3,18,,69.8,45,4,54,0.798879147,59.7,-3.173913508761357,1325,2019-10-15T18:54:42.000Z,10,0,Y,3,15,1325,2019,1571165682,2222,2.818957,42,03h:32m,0,-1783.28,-53.4,1,101637,28,2.3,
71,5.215890231025266,-11.5,2,2019-10-15 00:00:00,-1.4,22,False,0.3,18,,71,46,6,54,0.8492538,99.8,-3.00622211743035,649,2019-10-15T18:54:21.000Z,10,0,Y,3,15,649,2019,1571165661,651,0.744671762,21,09h:02m,0,-43.01572,-3.8,1,101637,58,4.6,
72,5.206407488228701,1.8,11,2019-10-15 00:00:00,-9.5,36.6,False,4,18,,71.9,47,0,53,0.776696861,55.3,-3.089473593934845,233,2019-10-15T18:53:56.000Z,10,0,Y,3,15,233,2019,1571165636,421,1.90094423,56,00h:42m,0,-350.615631,-56.4,1,101637,18,3.2,
73,5.3685840960867575,0,11,2019-10-15 00:00:00,-23,31.6,False,0,18,,70.6,48,6,53,0,0,-2.9559274979313304,0,2019-10-15T18:53:35.000Z,10,0,N,3,15,0,2019,1571165615,850,2.05658126,35,0,0,162.2084,90.0,1,101637,18,2.2,
74,5.0694192990441005,0,2,2019-10-15 00:00:00,13.6,-12.7,False,0,18,,73.3,49,6,53,0,0,-3.122611077581015,0,2019-10-15T18:53:06.000Z,10,0,N,3,15,0,2019,1571165586,594,-1.40349972,6,0,0,-194.058823,-90.0,1,101637,30,5.3,
75,5.280176025086235,-16.3,1,2019-10-15 00:00:00,-9.1,32.6,False,11.4,18,,80.2,50,0,52,0.8847526,95.9,-2.9860034133313764,2062,2019-10-15T18:52:47.000Z,10,0,Y,3,15,2062,2019,1571165567,2150,-0.474372685,47,10h:10m,0,-610.2497,-16.5,1,101637,50,4.0,
76,5.272029666806136,-6.1,3,2019-10-15 00:00:00,12.3,-0.3,False,-3.5,18,,71.2,51,7,52,0.8688253,67.7,-3.03932874477726,349,2019-10-15T18:52:22.000Z,10,0,N,3,15,349,2019,1571165542,515,-0.217153579,22,08h:10m,0,-378.946564,-47.4,1,101637,50,5.2,
77,5.232429732362742,-6.3,2,2019-10-15 00:00:00,-2.3,6,False,0,18,,68.7,52,6,52,0.8527153,74.2,-3.076166192339815,306,2019-10-15T18:52:04.000Z,10,0,N,3,15,306,2019,1571165524,412,0.7636099,4,09h:04m,0,-276.5388,-42.1,1,101637,56,3.5,
78,5.4081397719999,-15.4,1,2019-10-15 00:00:00,9.3,20.1,False,11.6,18,,81.6,53,0,51,0.813637257,93,-3.10527329868327,2077,2019-10-15T18:51:45.000Z,10,0,Y,3,15,2077,2019,1571165505,2232,-1.69009852,45,10h:18m,0,-819.365662,-21.5,1,101637,42,6.2,
79,5.150045480269014,0,10,2019-10-15 00:00:00,-8.9,16.1,False,0,18,,65.8,54,4,51,0,0,-3.2750062385738103,0,2019-10-15T18:51:22.000Z,10,0,Y,3,15,0,2019,1571165482,1431,1.95157409,22,0,0,-268.182983,-90.0,1,101637,52,0.4,
80,5.185932225730386,15.1,8,2019-10-15 00:00:00,9.6,29.4,False,-7.2,18,,66.6,55,4,50,0.736882031,71.1,-3.1179027409596847,1490,2019-10-15T18:50:57.000Z,10,0,Y,3,15,1490,2019,1571165457,2096,2.60863137,57,03h:48m,0,-1474.121,-44.7,1,101637,12,1.8,
81,4.962714410430466,13.4,8,2019-10-15 00:00:00,6.3,5.2,False,-5.5,18,,66.4,56,4,50,0.73737365,64.1,-3.0761164744919705,1334,2019-10-15T18:50:40.000Z,10,0,N,3,15,1334,2019,1571165440,2080,1.70047867,40,03h:42m,0,-1595.66492,-50.1,1,101637,18,1.6,
82,0,0,12,2019-10-15 00:00:00,0,0,False,0,18,,0,57,4,50,0,0,0,0,2019-10-15T18:50:18.000Z,10,0,N,3,15,0,2019,1571165418,0,0,18,0,0,0,0,1,101637,0,0,
83,4.938829535066077,0,9,2019-10-15 00:00:00,22.6,25.7,False,0,18,,67.3,58,4,50,0,0,-3.2960570916241805,0,2019-10-15T18:50:04.000Z,10,0,N,3,15,0,2019,1571165404,2228,2.378648,4,0,0,-1967.1095,-90.0,1,101637,14,3.3,
84,5.1327781245997235,-16.5,1,2019-10-15 00:00:00,-9.7,26,False,10.2,18,,80.6,59,0,49,0.8724973,95.2,-3.24528445375173,1983,2019-10-15T18:49:45.000Z,10,0,Y,3,15,1983,2019,1571165385,2083,-0.478385419,45,10h:06m,0,-637.4516,-17.8,1,101637,54,4.5,
85,5.411654338934376,-14.1,1,2019-10-15 00:00:00,2.3,17.7,False,10.7,18,,76.9,60,0,49,0.793121755,88.5,-3.09430643514954,1758,2019-10-15T18:49:28.000Z,10,0,Y,3,15,1758,2019,1571165368,1986,-1.07370031,28,10h:20m,0,-924.345764,-27.7,1,101637,40,5.5,
86,5.130948170528701,-13.4,1,2019-10-15 00:00:00,-11.1,16.4,False,13.5,18,,80.3,61,0,49,0.8076086,96.3,-3.247318348111777,1917,2019-10-15T18:49:12.000Z,10,0,N,3,15,1917,2019,1571165352,1992,-1.08239448,12,10h:32m,0,-539.5907,-15.7,1,101637,28,4.3,
87,5.263180880703447,-14.1,1,2019-10-15 00:00:00,18.7,31.2,False,10.3,18,,73.6,62,0,48,0.913605452,86.9,-2.77546129030794,1836,2019-10-15T18:48:57.000Z,10,0,N,3,15,1836,2019,1571165337,2114,0.131423354,57,10h:16m,0,-1047.06335,-29.7,1,101637,44,6.0,
88,5.151898137752145,-14.3,1,2019-10-15 00:00:00,4.8,29.7,False,9.7,18,,79,63,0,48,0.8031815,88.7,-3.020520132543947,1811,2019-10-15T18:48:40.000Z,10,0,Y,3,15,1811,2019,1571165320,2042,0.19672583,40,10h:14m,0,-944.247131,-27.5,1,101637,46,5.7,
89,4.96360732381765,-14.1,1,2019-10-02 00:00:00,8.9,30.5,False,10.2,14,,82,64,5,53,0.789387763,88.3,-2.56054232672667,1823,2019-10-02T14:53:30.000Z,10,0,Y,4,2,1823,2019,1570028010,2064,-0.465557,30,10h:16m,0,-967.734131,-28.0,1,101637,44,5.5,
