session_pitch_id,releaseHeight,horizontalBreak,spinClockTiltHour,date,szx,szy,selected,verticalBreak,_hour,videoPointerID,speed,no,pitchType,_minute,spinConfidence,spinEfficiency,releaseSide,trueSpin,date_original,_month,_milisecond,strike,sessionID,_day,truespin,_year,pitch_id,spin,launchAngle,_second,spinAxis,releaseExtension,rifleSpin,gyroDegree,mode,_id,spinClockTiltMinute,horizontalAngle,memo
1753,5.7360203499261,0,11,2019-09-13 00:00:00,-8.8,35.4,False,0,19,,77.4,45,0,54,0,0,-4.153196495814171,0,2019-09-13T19:54:43.000Z,9,0,Y,70,13,0,2019,1568404483,583,-0.5760075,43,0,0,432.4564,90.0,1,104893,16,5.2,
1754,5.896290527335065,-14.8,1,2019-09-13 00:00:00,-4.6,37,False,12.9,19,,77.9,46,0,54,0.7867027,99.8,-4.096661653208553,1834,2019-09-13T19:54:27.000Z,9,0,Y,70,13,1834,2019,1568404467,1837,-0.6606426,27,10h:20m,0,104.512024,3.3,1,104893,40,6.1,
1755,5.699735638584858,0,1,2019-09-13 00:00:00,23.8,22.9,False,0,19,,77.8,47,0,54,0,0,-4.113430747722231,0,2019-09-13T19:54:13.000Z,9,0,N,70,13,0,2019,1568404453,1885,-1.52166224,13,0,0,-84.78295,-90.0,1,104893,50,8.2,
1756,5.836014378949483,-15.6,1,2019-09-13 00:00:00,-1.7,42.6,False,9.6,19,,77.2,48,0,53,0.8002249,99.9,-3.857972446809,1676,2019-09-13T19:53:58.000Z,9,0,N,70,13,1676,2019,1568404438,1677,0.342067719,58,10h:02m,0,61.53268,2.1,1,104893,58,6.2,
1757,5.76879331585518,0,11,2019-09-13 00:00:00,1.2,42,False,0,19,,76.6,49,0,53,0,0,-3.898873595165133,0,2019-09-13T19:53:41.000Z,9,0,N,70,13,0,2019,1568404421,496,0.806485951,41,0,0,175.335144,90.0,1,104893,38,6.4,
1758,5.6208099166801135,-12.7,1,2020-01-28 00:00:00,8.7,27.1,False,11.2,19,,86.5,1,0,46,0.8142481,84.1,-1.8226339693058367,1800,2020-01-28T19:46:36.000Z,1,0,Y,71,28,1800,2020,1580240796,2140,-2.27056575,36,10h:28m,0,-1156.81348,-32.7,1,105179,32,3.8,
1759,5.5164153627156605,4.1,7,2020-01-28 00:00:00,-9.4,24.6,False,-5,19,,74.5,2,4,46,0.9090668,28.2,-2.32771030537539,619,2020-01-28T19:46:23.000Z,1,0,Y,71,28,619,2020,1580240783,2190,0.8810936,23,04h:42m,0,-2101.014,-73.6,1,105179,18,0.9,
1760,5.5907742867131995,-13.1,1,2020-01-28 00:00:00,17.3,22.8,False,10.9,19,,83.9,3,0,46,0.864999056,83.6,-1.7989638085087032,1821,2020-01-28T19:46:03.000Z,1,0,N,71,28,1821,2020,1580240763,2178,-2.11191154,3,10h:26m,0,-1194.85962,-33.3,1,105179,34,4.7,
1761,5.5751017145109,-11.8,1,2020-01-28 00:00:00,-4.6,4,False,9.7,19,,83.5,4,5,45,0.7617481,78.1,-1.8012883885647302,1566,2020-01-28T19:45:48.000Z,1,0,N,71,28,1566,2020,1580240748,2006,-2.15192485,48,10h:24m,0,-1252.48816,-38.7,1,105179,36,3.2,
1762,5.573726550466815,7,7,2020-01-28 00:00:00,-13.2,17.5,False,-6.7,19,,73.9,5,4,45,0.803442955,43.8,-2.3676458959872733,958,2020-01-28T19:45:32.000Z,1,0,N,71,28,958,2020,1580240732,2186,-0.332203984,32,04h:22m,0,-1964.783,-64.0,1,105179,38,0.7,
1763,5.845515527257887,0,7,2020-01-28 00:00:00,6.3,22.9,False,0,19,,74.1,6,3,45,0,0,-2.060747877148085,0,2020-01-28T19:45:17.000Z,1,0,Y,71,28,0,2020,1580240717,2003,-0.5901473,17,0,0,-1844.42822,-90.0,1,105179,32,2.1,
1764,5.820167889424083,0,1,2020-01-28 00:00:00,-23.1,27.2,False,0,19,,84.1,7,0,44,0,0,-1.6718357833810855,0,2020-01-28T19:44:50.000Z,1,0,N,71,28,0,2020,1580240690,2109,-2.44836473,50,0,0,-830.936951,-90.0,1,105179,14,1.0,
1765,5.721566412896256,-12.3,1,2020-01-28 00:00:00,4.7,31,False,10,19,,83.8,8,0,44,0.863897264,80.2,-1.99883924188338,1659,2020-01-28T19:44:23.000Z,1,0,Y,71,28,1659,2020,1580240663,2070,-1.4763056,23,10h:24m,0,-1237.42712,-36.7,1,105179,36,3.7,
1766,5.641369627997454,-14.9,1,2020-01-28 00:00:00,-13.5,26.2,False,10.1,19,,81,9,6,44,0.8702051,99.4,-1.8176835395082858,1605,2020-01-28T19:44:09.000Z,1,0,N,71,28,1605,2020,1580240649,1615,-1.499112,9,10h:08m,0,-182.114258,-6.5,1,105179,52,1.9,
1767,5.555168151488475,-11.4,1,2020-01-28 00:00:00,-6.5,24,False,13.1,19,,81.6,10,6,43,0.923736,95.6,-1.7490243858606167,1599,2020-01-28T19:43:51.000Z,1,0,Y,71,28,1599,2020,1580240631,1673,-1.05616391,51,10h:38m,0,-491.075531,-17.1,1,105179,22,2.2,
1768,5.648853059767359,-12.7,1,2020-01-28 00:00:00,-11,31.8,False,13.7,19,,80.9,11,6,43,0.7969557,95.8,-1.70370538316706,1786,2020-01-28T19:43:37.000Z,1,0,N,71,28,1786,2020,1580240617,1865,-1.75372434,37,10h:36m,0,-536.6367,-16.7,1,105179,24,1.9,
1769,5.710568479808673,0,1,2020-01-28 00:00:00,-27,15.5,False,0,19,,81.4,12,0,43,0,0,-1.7010078766012802,0,2020-01-28T19:43:20.000Z,1,0,N,71,28,0,2020,1580240600,1750,-2.264011,20,0,0,-301.638031,-90.0,1,105179,18,1.2,
1770,5.795153913008109,-9.8,1,2020-01-28 00:00:00,13.4,23.8,False,11.5,19,,85,13,0,43,0.8078174,75.9,-1.66687500253365,1594,2020-01-28T19:43:07.000Z,1,0,N,71,28,1594,2020,1580240587,2099,-2.63621116,7,10h:46m,0,-1365.92786,-40.6,1,105179,14,4.1,
1771,5.682153027009576,-12.7,1,2020-01-28 00:00:00,8.3,29.8,False,10.9,19,,84.5,14,0,42,0.7943731,85.1,-1.6958838608454598,1734,2020-01-28T19:42:53.000Z,1,0,Y,71,28,1734,2020,1580240573,2038,-1.99543262,53,10h:26m,0,-1070.90247,-31.7,1,105179,34,3.9,
1772,5.810070317230257,1.8,6,2020-01-28 00:00:00,11.5,16.5,False,-6.7,19,,74.6,15,4,42,0.7833821,31.8,-1.759095573539967,615,2020-01-28T19:42:21.000Z,1,0,N,71,28,615,2020,1580240541,1932,0.0008736021,21,05h:24m,0,-1831.22644,-71.4,1,105179,36,1.8,
1773,5.944212049717618,0,1,2020-01-28 00:00:00,-10.2,61.4,False,0,19,,86.2,16,0,42,0,0,-2.1715124704923,0,2020-01-28T19:42:01.000Z,1,0,N,71,28,0,2020,1580240521,2178,-0.21561496,1,0,0,-851.134,-90.0,1,105179,18,2.6,
1774,5.754445185912111,-9.1,1,2020-01-28 00:00:00,-0.7,22,False,13.6,19,,87.1,17,0,41,0.903560936,82.5,-2.2394499541913655,1799,2020-01-28T19:41:45.000Z,1,0,Y,71,28,1799,2020,1580240505,2182,-2.44976664,45,10h:58m,0,-1234.35718,-34.5,1,105179,2,3.3,
1775,5.610824188318479,-12.6,1,2020-01-28 00:00:00,2.9,30.9,False,10.9,19,,86.8,18,0,41,0.8679808,82.9,-2.2836185992716254,1775,2020-01-28T19:41:21.000Z,1,0,Y,71,28,1775,2020,1580240481,2141,-1.61623585,21,10h:26m,0,-1197.129,-34.0,1,105179,34,3.6,
1776,5.555452501882608,-13.3,1,2020-01-28 00:00:00,11.3,12.7,False,10.1,19,,87.5,19,0,41,0.92473,84.6,-1.9965475752132302,1797,2020-01-28T19:41:01.000Z,1,0,N,71,28,1797,2020,1580240461,2124,-2.93780923,1,10h:20m,0,-1132.257,-32.2,1,105179,40,4.3,
1777,5.813003224058862,-11.8,1,2020-01-28 00:00:00,-14.2,32.6,False,13.6,19,,87.2,20,0,40,0.8150628,90,-2.0446065155749937,1911,2020-01-28T19:40:40.000Z,1,0,N,71,28,1911,2020,1580240440,2123,-2.22039175,40,10h:40m,0,-924.6477,-25.8,1,105179,20,2.2,
1778,5.841218053498074,7.3,7,2020-01-28 00:00:00,-11.4,32.5,False,-7.2,19,,71.7,21,4,40,0.8283451,48,-2.32130315313468,904,2020-01-28T19:40:05.000Z,1,0,N,71,28,904,2020,1580240405,1885,1.1173017,5,04h:28m,0,-1654.28284,-61.3,1,105179,32,0.8,
1779,5.637201189670908,-11.8,1,2020-01-28 00:00:00,-19.6,35,False,14.2,19,,80.7,22,6,39,0.849917,98.8,-2.31746293003173,1744,2020-01-28T19:39:44.000Z,1,0,N,71,28,1744,2020,1580240384,1765,-0.3881189,44,10h:40m,0,-271.763123,-8.9,1,105179,20,2.3,
1780,0,0,12,2020-01-28 00:00:00,0,0,False,0,19,,0,23,6,39,0,0,0,0,2020-01-28T19:39:06.000Z,1,0,N,71,28,0,2020,1580240346,0,0,6,0,0,0,0,1,105179,0,0,
1781,6.032049517042731,0,1,2020-01-28 00:00:00,-26.4,43,False,0,19,,85.1,24,0,38,0,0,-2.55206266792113,0,2020-01-28T19:38:44.000Z,1,0,N,71,28,0,2020,1580240324,2097,-1.67763579,44,0,0,-1372.74646,-90.0,1,105179,18,2.0,
1782,5.347760802091852,1.9,7,2020-01-24 00:00:00,-8.1,27.8,False,-3.6,18,,76.6,25,4,22,0.8551331,24.5,-2.034666151386656,559,2020-01-24T18:22:49.000Z,1,0,Y,72,24,559,2020,1579890169,2283,-0.269807,49,04h:56m,0,-2213.39478,-75.8,1,105179,4,0.9,
1783,5.326340296809948,-10.3,4,2020-01-24 00:00:00,-13.6,10.2,False,-8.2,18,,83.5,26,6,21,0.912596643,78.2,-2.1768113550147903,1941,2020-01-24T18:21:35.000Z,1,0,N,72,24,1941,2020,1579890095,2482,-2.17012715,35,07h:42m,0,-1546.46936,-38.5,1,105179,18,2.2,
1784,5.521462213117033,12.6,8,2020-01-24 00:00:00,-1.8,17.8,False,-4.7,18,,74.6,27,3,20,0.961901069,76,-1.9572069058620936,2024,2020-01-24T18:20:52.000Z,1,0,Y,72,24,2024,2020,1579890052,2663,-0.66655165,52,03h:44m,0,1730.969,40.5,1,105179,16,1.2,
1785,5.44120476548848,-7.5,1,2020-01-24 00:00:00,-16.3,14.4,False,8.5,18,,83.3,28,6,19,0.8884804,93.4,-1.9573087300092302,1177,2020-01-24T18:19:57.000Z,1,0,N,72,24,1177,2020,1579889997,1260,-2.599829,57,10h:38m,0,-450.6956,-21.0,1,105179,22,1.7,
1786,0,0,12,2020-01-24 00:00:00,0,0,False,0,18,,0,29,6,5,0,0,0,0,2020-01-24T18:05:49.000Z,1,0,N,72,24,0,2020,1579889149,0,0,49,0,0,0,0,1,105179,0,0,
1787,5.491043315433,3.8,7,2020-01-24 00:00:00,-2.6,14.4,False,-4.5,18,,76.1,30,4,4,0.7814003,36.6,-1.6737881882396963,756,2020-01-24T18:04:57.000Z,1,0,N,72,24,756,2020,1579889097,2066,-2.22930169,57,04h:24m,0,-1922.43945,-68.5,1,105179,36,0.9,
1788,5.468947547682879,-14.7,4,2020-01-24 00:00:00,-1.6,22.8,False,-9.1,18,,87.7,31,0,4,0.8436329,99.7,-1.4713778139162843,2792,2020-01-24T18:04:14.000Z,1,0,Y,72,24,2792,2020,1579889054,2800,-1.44805408,14,07h:54m,0,-211.89978,-4.3,1,105179,6,2.9,
1789,4.250494035332142,0,7,2020-01-24 00:00:00,-8.8,14.8,False,0,18,,80.5,32,3,3,0,0,-1.130676645419416,0,2020-01-24T18:03:49.000Z,1,0,Y,72,24,0,2020,1579889029,1951,4.80208969,49,0,0,-1832.31531,-90.0,1,105179,4,-1.9,
1790,5.321734227249141,-8.7,1,2020-01-24 00:00:00,-9.4,18.6,False,10.9,18,,84.3,33,6,3,0.775207639,94,-1.3203235485948184,1785,2020-01-24T18:03:32.000Z,1,0,Y,72,24,1785,2020,1579889012,1898,-1.3842659,32,10h:44m,0,-646.08606,-19.9,1,105179,16,1.6,
1791,0,0,12,2020-01-24 00:00:00,0,0,False,0,18,,0,34,0,2,0,0,0,0,2020-01-24T18:02:06.000Z,1,0,N,72,24,0,2020,1579888926,0,0,6,0,0,0,0,1,105179,0,0,
1792,0,0,12,2020-01-24 00:00:00,0,0,False,0,18,,0,35,0,1,0,0,0,0,2020-01-24T18:01:54.000Z,1,0,N,72,24,0,2020,1579888914,0,0,54,0,0,0,0,1,105179,0,0,
1793,0,0,12,2020-01-24 00:00:00,0,0,False,0,18,,0,36,0,1,0,0,0,0,2020-01-24T18:01:13.000Z,1,0,N,72,24,0,2020,1579888873,0,0,13,0,0,0,0,1,105179,0,0,
1794,5.671696399697094,4.2,7,2020-01-24 00:00:00,-2.7,5.1,False,-5.7,18,,77.3,37,3,0,0.860085547,44.7,-1.3777543262411682,932,2020-01-24T18:00:49.000Z,1,0,N,72,24,932,2020,1579888849,2084,-2.855168,49,04h:34m,0,-1863.65125,-63.4,1,105179,26,0.8,
1795,0,0,12,2020-01-24 00:00:00,0,0,False,0,18,,0,38,3,0,0,0,0,0,2020-01-24T18:00:31.000Z,1,0,N,72,24,0,2020,1579888831,0,0,31,0,0,0,0,1,105179,0,0,
1796,5.609138525586259,-6.9,0,2020-01-24 00:00:00,-19.2,39.2,False,12.9,18,,88.5,39,0,0,0.926854432,88.8,-1.4717189556490864,2090,2020-01-24T18:00:13.000Z,1,0,N,72,24,2090,2020,1579888813,2353,-1.16758251,13,11h:04m,0,-1080.25232,-27.3,1,105179,56,0.7,
1797,5.559060835221426,-13.8,1,2019-11-08 00:00:00,-7.2,26.8,False,9.7,20,,79.1,40,6,28,0.779119849,96,-1.495824713559743,1415,2019-11-08T20:28:54.000Z,11,0,Y,73,8,1415,2019,1573244934,1473,-1.49671125,54,10h:10m,0,-410.694,-16.2,1,105179,50,2.7,
1798,5.383788754902519,-13.8,1,2019-11-08 00:00:00,6.1,10.6,False,9.6,20,,80.4,41,6,28,0.883100748,95.3,-1.69986319156017,1474,2019-11-08T20:28:23.000Z,11,0,N,73,8,1474,2019,1573244903,1547,-2.56646848,23,10h:12m,0,-467.8445,-17.6,1,105179,48,3.6,
1799,5.487532816740001,-15.8,1,2019-11-08 00:00:00,4.2,19,False,11,20,,83.1,42,0,28,0.8514543,94.6,-1.594443414497045,2043,2019-11-08T20:28:04.000Z,11,0,Y,73,8,2043,2019,1573244884,2161,-2.26132131,4,10h:12m,0,-702.4881,-19.0,1,105179,48,3.8,
1800,5.595044595118641,-13.3,1,2019-11-08 00:00:00,-6.5,20.7,False,9.2,20,,78.6,43,6,27,0.7752486,95.7,-1.388115618907836,1318,2019-11-08T20:27:45.000Z,11,0,Y,73,8,1318,2019,1573244865,1378,-1.82748,45,10h:10m,0,-401.253082,-16.9,1,105179,50,2.8,
1801,5.5442785845427895,-13.4,1,2019-11-08 00:00:00,-6.9,27.8,False,9.3,20,,79.8,44,6,27,0.8495123,94,-1.4651565803110276,1405,2019-11-08T20:27:02.000Z,11,0,Y,73,8,1405,2019,1573244822,1494,-1.13030136,2,10h:10m,0,-509.476135,-19.9,1,105179,50,2.5,
1802,5.544370874569177,-16.1,1,2019-11-08 00:00:00,5.2,12,False,10.8,20,,84.7,45,0,26,0.9528082,94.9,-1.6046502649062602,2077,2019-11-08T20:26:29.000Z,11,0,N,73,8,2077,2019,1573244789,2189,-2.59939885,29,10h:10m,0,-690.7931,-18.4,1,105179,50,3.7,
1803,5.581738361502615,-13.7,1,2019-11-08 00:00:00,-1,20,False,9.7,20,,78.9,46,6,26,0.836016953,95.7,-1.53969849315399,1436,2019-11-08T20:26:11.000Z,11,0,Y,73,8,1436,2019,1573244771,1501,-1.65724349,11,10h:12m,0,-437.358826,-16.9,1,105179,48,3.3,
1804,5.5949540767458,-12.5,1,2019-11-08 00:00:00,-16.7,9.9,False,11.7,20,,79.3,47,6,25,0.821629763,99,-1.4211627318189601,1442,2019-11-08T20:25:52.000Z,11,0,N,73,8,1442,2019,1573244752,1457,-2.795153,52,10h:26m,0,-209.121185,-8.3,1,105179,34,1.7,
1805,5.651730421976458,0,1,2019-11-08 00:00:00,23.8,17.4,False,0,20,,83.7,48,0,25,0,0,-1.67069160358932,0,2019-11-08T20:25:31.000Z,11,0,N,73,8,0,2019,1573244731,2251,-2.37986088,31,0,0,-741.5509,-90.0,1,105179,26,5.3,
1806,5.669323958748606,-12.3,1,2019-11-08 00:00:00,7.5,19.9,False,14.6,20,,84.2,49,0,25,0.8264664,93.6,-1.3548469180698661,2087,2019-11-08T20:25:11.000Z,11,0,Y,73,8,2087,2019,1573244711,2229,-2.33707,11,10h:42m,0,-781.4937,-20.5,1,105179,18,3.8,
1807,5.678945973198927,-14.3,1,2019-11-08 00:00:00,-13.1,30.3,False,9.6,20,,78.8,50,6,24,0.7646966,96.2,-1.63446424132953,1482,2019-11-08T20:24:52.000Z,11,0,N,73,8,1482,2019,1573244692,1541,-1.3069222,52,10h:08m,0,-422.509216,-15.9,1,105179,52,2.5,
1808,5.631030717220584,-11.3,1,2019-11-08 00:00:00,0.7,5.9,False,12.2,20,,77.8,51,6,24,0.7456205,95.4,-1.59747834888486,1417,2019-11-08T20:24:32.000Z,11,0,N,73,8,1417,2019,1573244672,1485,-2.20421386,32,10h:36m,0,-443.854,-17.4,1,105179,24,3.8,
1809,5.6932729745330395,-12.2,1,2019-11-08 00:00:00,4.7,42.5,False,14.2,20,,81.2,52,0,24,0.8910389,94.1,-1.5326498448493129,1950,2019-11-08T20:24:12.000Z,11,0,N,73,8,1950,2019,1573244652,2073,-0.259517759,12,10h:40m,0,-703.48,-19.8,1,105179,20,3.4,
1810,5.869893972176833,-11.6,1,2019-11-08 00:00:00,6.9,25.3,False,14.7,20,,80.6,53,0,23,0.837246,94.6,-1.27542519878904,1917,2019-11-08T20:23:51.000Z,11,0,Y,73,8,1917,2019,1573244631,2027,-2.266849,51,10h:46m,0,-658.9257,-19.0,1,105179,14,3.4,
1811,5.564234785360524,-13.9,1,2019-11-08 00:00:00,-13.8,13.1,False,10.3,20,,77.1,54,6,22,0.8182231,95.8,-1.6061417347248,1469,2019-11-08T20:22:49.000Z,11,0,N,73,8,1469,2019,1573244569,1534,-2.1344142,49,10h:12m,0,-440.941864,-16.7,1,105179,48,2.3,
1812,5.592860671230807,-13.7,1,2019-11-08 00:00:00,1.4,9.1,False,10,20,,74.8,55,6,22,0.8728143,99.4,-1.6453011836032203,1357,2019-11-08T20:22:29.000Z,11,0,N,73,8,1357,2019,1573244549,1365,-2.43858218,29,10h:12m,0,-154.18367,-6.5,1,105179,48,3.2,
1813,5.843815002320919,-12.3,1,2019-11-08 00:00:00,4.3,29.7,False,14.1,20,,79.4,56,0,22,0.9483858,94.2,-1.52307710205261,1891,2019-11-08T20:22:10.000Z,11,0,Y,73,8,1891,2019,1573244530,2007,-1.29269791,10,10h:40m,0,-674.1999,-19.6,1,105179,20,3.1,
1814,5.909742266200656,-13.7,1,2019-11-08 00:00:00,-5.3,25.3,False,11.9,20,,73.6,57,0,21,0.8626,91.3,-1.6022513672648184,1704,2019-11-08T20:21:50.000Z,11,0,Y,73,8,1704,2019,1573244510,1867,-0.941440642,50,10h:24m,0,-763.702332,-24.1,1,105179,36,2.9,
1815,6.0178226141339675,-12.1,1,2019-11-05 00:00:00,11.4,30.7,False,14.5,19,,82.9,58,0,40,0.9387267,94.8,-2.611965102395384,2030,2019-11-05T19:40:53.000Z,11,0,N,74,5,2030,2019,1572982853,2141,-1.664779,53,10h:44m,0,-682.349,-18.6,1,105179,16,5.0,
1816,6.0210480734564555,-11.6,1,2019-11-05 00:00:00,3.3,23.7,False,12,19,,78.8,59,6,40,0.8390965,95.3,-2.604941805140614,1420,2019-11-05T19:40:34.000Z,11,0,Y,74,5,1420,2019,1572982834,1489,-1.68234324,34,10h:34m,0,-449.550446,-17.6,1,105179,26,4.7,
1817,5.986128618022801,-12.5,1,2019-11-05 00:00:00,10.1,9.6,False,14.6,19,,83,60,0,40,0.924169362,94.6,-2.53960433456886,2030,2019-11-05T19:40:12.000Z,11,0,N,74,5,2030,2019,1572982812,2146,-3.46588731,12,10h:42m,0,-697.059631,-19.0,1,105179,18,4.9,
1818,6.070390068282111,-12.1,1,2019-11-05 00:00:00,7.7,20.1,False,10.7,19,,78.6,61,6,39,0.9033244,92.8,-2.65719390167673,1395,2019-11-05T19:39:34.000Z,11,0,Y,74,5,1395,2019,1572982774,1503,-2.208963,34,10h:26m,0,-559.317566,-21.8,1,105179,34,4.8,
1819,6.007447515693,-10.9,1,2019-11-05 00:00:00,9.3,12.5,False,10.5,19,,77.7,62,6,38,0.9325133,87,-2.7050800566051603,1263,2019-11-05T19:38:57.000Z,11,0,N,74,5,1263,2019,1572982737,1452,-2.29466558,57,10h:34m,0,-716.3771,-29.6,1,105179,26,4.9,
1820,6.035447056417974,-12.9,1,2019-11-05 00:00:00,8.8,29.1,False,12,19,,82.2,63,0,38,0.84117496,86,-2.73261778630581,1852,2019-11-05T19:38:27.000Z,11,0,Y,74,5,1852,2019,1572982707,2154,-2.0733552,27,10h:32m,0,-1098.55481,-30.7,1,105179,28,5.0,
1821,6.070629044660428,-11.7,1,2019-11-05 00:00:00,-1.4,4.7,False,12.3,19,,79,64,6,37,0.811412334,94.8,-2.43086909818311,1423,2019-11-05T19:37:56.000Z,11,0,N,74,5,1423,2019,1572982676,1500,-3.00756621,56,10h:36m,0,-475.157623,-18.5,1,105179,24,4.2,
1822,6.0242660852723695,-11.3,1,2019-11-05 00:00:00,16.3,12.7,False,12,19,,78.9,65,6,37,0.913192153,95.8,-2.70053642142765,1408,2019-11-05T19:37:22.000Z,11,0,N,74,5,1408,2019,1572982642,1469,-2.89663625,22,10h:38m,0,-420.583679,-16.6,1,105179,22,5.5,
1823,6.219662575070685,-12.4,1,2019-11-05 00:00:00,18.7,19,False,14.1,19,,82,66,0,37,0.915653,93.7,-2.5142750825618556,1979,2019-11-05T19:37:00.000Z,11,0,N,74,5,1979,2019,1572982620,2112,-2.75472236,0,10h:42m,0,-739.2632,-20.5,1,105179,18,5.7,
1824,6.020656570831188,-10.7,1,2019-11-05 00:00:00,-2.4,12.7,False,12.2,19,,78.6,67,6,36,0.8097033,95.1,-2.479603484740126,1319,2019-11-05T19:36:00.000Z,11,0,N,74,5,1319,2019,1572982560,1388,-2.45793486,0,10h:40m,0,-430.822845,-18.1,1,105179,20,4.1,
1825,6.111363985667226,-11.3,1,2019-11-05 00:00:00,1.1,9.4,False,12.6,19,,78.2,68,6,35,0.8420859,95.5,-2.53777789099653,1435,2019-11-05T19:35:35.000Z,11,0,N,74,5,1435,2019,1572982535,1502,-2.72585416,35,10h:38m,0,-444.565155,-17.2,1,105179,22,4.4,
1826,6.207174517308921,-11.4,1,2019-11-05 00:00:00,1.4,45.4,False,15,19,,80.7,69,0,35,0.832949,93.2,-2.58646063385268,1975,2019-11-05T19:35:08.000Z,11,0,N,74,5,1975,2019,1572982508,2120,-0.761017561,8,10h:48m,0,-771.220947,-21.3,1,105179,12,4.3,
1827,6.141937935844933,-11.7,1,2019-11-05 00:00:00,8.3,14.6,False,12.4,19,,76.9,70,6,34,0.8722186,96.6,-2.52014600120595,1429,2019-11-05T19:34:39.000Z,11,0,N,74,5,1429,2019,1572982479,1479,-2.85860062,39,10h:36m,0,-381.961,-15.0,1,105179,24,4.6,
1828,6.041716478999683,-12.3,1,2019-11-05 00:00:00,-2.4,24.5,False,14.4,19,,79.6,71,0,34,0.862469733,93.5,-2.78613353441865,1923,2019-11-05T19:34:17.000Z,11,0,Y,74,5,1923,2019,1572982457,2057,-2.05007887,17,10h:42m,0,-729.4011,-20.8,1,105179,18,4.2,
1829,6.1398494515897895,-12.2,1,2019-11-05 00:00:00,7.3,25.6,False,14.4,19,,78.5,72,0,33,0.8477839,92.5,-2.7293822219964303,1886,2019-11-05T19:33:56.000Z,11,0,Y,74,5,1886,2019,1572982436,2038,-2.216908,56,10h:44m,0,-772.921448,-22.3,1,105179,16,4.9,
1830,0,0,12,2019-11-01 00:00:00,0,0,False,0,18,,0,73,6,45,0,0,0,0,2019-11-01T18:45:00.000Z,11,0,N,75,1,0,2019,1572633900,0,0,0,0,0,0,0,1,105179,0,0,
1831,6.026905685013915,0,1,2019-11-01 00:00:00,-14.8,27.7,False,0,18,,77.5,74,6,44,0,0,-1.6527347236407657,0,2019-11-01T18:44:33.000Z,11,0,N,75,1,0,2019,1572633873,817,-1.884862,33,0,0,317.5379,90.0,1,105179,0,2.1,
1832,6.078211426561716,0,4,2019-11-01 00:00:00,-25.1,24.9,False,0,18,,79,75,6,44,0,0,-1.5739534144659,0,2019-11-01T18:44:07.000Z,11,0,N,75,1,0,2019,1572633847,1498,-1.623915,7,0,0,-1113.99561,-90.0,1,105179,38,1.0,
1833,6.113185343937712,-10.6,1,2019-11-01 00:00:00,-4.6,23.5,False,12,18,,77.7,76,6,43,0.8016813,94.6,-1.5478185226938914,1263,2019-11-01T18:43:47.000Z,11,0,Y,75,1,1263,2019,1572633827,1334,-2.40366983,47,10h:38m,0,-431.438965,-18.9,1,105179,22,2.5,
1834,0,0,12,2019-11-01 00:00:00,0,0,False,0,18,,0,77,6,43,0,0,0,0,2019-11-01T18:43:24.000Z,11,0,N,75,1,0,2019,1572633804,0,0,24,0,0,0,0,1,105179,0,0,
1835,0,0,12,2019-11-01 00:00:00,0,0,False,0,18,,0,78,6,43,0,0,0,0,2019-11-01T18:43:15.000Z,11,0,N,75,1,0,2019,1572633795,0,0,15,0,0,0,0,1,105179,0,0,
1836,6.19092717476454,-12.8,1,2019-11-01 00:00:00,-9.1,29.4,False,12.8,18,,79.3,79,6,43,0.8094361,99.9,-1.39356233807622,1554,2019-11-01T18:43:00.000Z,11,0,Y,75,1,1554,2019,1572633780,1554,-2.16910386,0,10h:28m,0,-49.875206,-1.8,1,105179,32,2.1,
1837,6.230136393984243,0,1,2019-11-01 00:00:00,-22.4,13.2,False,0,18,,78.4,80,6,42,0,0,-1.4375161964107463,0,2019-11-01T18:42:08.000Z,11,0,N,75,1,0,2019,1572633728,1545,-3.36783171,8,0,0,-99.19556,-90.0,1,105179,30,1.8,
1838,0,0,12,2019-11-01 00:00:00,0,0,False,0,18,,0,81,3,41,0,0,0,0,2019-11-01T18:41:52.000Z,11,0,N,75,1,0,2019,1572633712,0,0,52,0,0,0,0,1,105179,0,0,
1839,6.077773401626668,5.6,7,2019-11-01 00:00:00,11.7,0.1,False,-9.9,18,,71.7,82,3,41,0.8931742,51.6,-1.5636071053950555,1038,2019-11-01T18:41:40.000Z,11,0,N,75,1,1038,2019,1572633700,2012,-0.947126567,40,04h:52m,0,-1723.47961,-58.9,1,105179,8,1.7,
1840,6.0911975158203004,-12.3,1,2019-11-01 00:00:00,-5.4,50.4,False,14.4,18,,81.5,83,0,41,0.9094419,94.1,-1.6818271022939102,1967,2019-11-01T18:41:07.000Z,11,0,N,75,1,1967,2019,1572633667,2091,-0.07658419,7,10h:40m,0,-709.1124,-19.8,1,105179,20,2.4,
1841,6.056443217867211,-14.5,1,2019-11-01 00:00:00,-21.3,16.9,False,10.7,18,,77.4,84,6,39,0.90725565,99.9,-1.6023643003358563,1574,2019-11-01T18:39:58.000Z,11,0,N,75,1,1574,2019,1572633598,1576,-2.31551647,58,10h:12m,0,-70.88372,-2.6,1,105179,48,1.3,
1842,5.9135610326106605,-13.3,1,2019-11-01 00:00:00,-17.8,14,False,9.5,18,,76,85,6,39,0.9056415,96.1,-1.59790157723196,1298,2019-11-01T18:39:30.000Z,11,0,N,75,1,1298,2019,1572633570,1351,-2.23944283,30,10h:12m,0,-372.642181,-16.0,1,105179,48,1.3,
