session_pitch_id,releaseHeight,horizontalBreak,spinClockTiltHour,date,szx,szy,selected,verticalBreak,_hour,videoPointerID,speed,no,pitchType,_minute,spinConfidence,spinEfficiency,releaseSide,trueSpin,_month,_milisecond,strike,_day,truespin,_year,pitch_id,spin,launchAngle,_second,spinAxis,releaseExtension,rifleSpin,gyroDegree,mode,_id,spinClockTiltMinute,horizontalAngle,memo,session_pitch_id
652,5.575013689576383,0,11,2019-09-19 00:00:00,17.2,37.6,False,0,18,,79.7,4,5,34,0,0,2.9312529572114103,0,9,0,N,19,0,2019,1568918044,0,-0.487151116,4,0,-,697.502869,90.0,1,103155,8,-3.8,,652
653,5.714800664854477,10.9,10,2019-09-19 00:00:00,-1.7,16.9,False,14.8,18,,80.5,5,5,33,0.9035638,94,2.815242556772607,1820,9,0,Y,19,1820,2019,1568918014,1936,-2.60199046,34,01h:10m,-,660.732,20.0,1,103155,50,-3.9,,653
654,5.667479109664437,8.8,11,2019-09-19 00:00:00,1.7,21.1,False,15.4,18,,79.6,6,5,33,0.8307693,91,2.8846432491353142,1704,9,0,Y,19,1704,2019,1568917994,1873,-2.32330537,14,00h:54m,-,777.38,24.5,1,103155,6,-4.1,,654
655,5.646919037454708,0,11,2019-09-19 00:00:00,31.6,40.3,False,0,18,,78.3,7,5,32,0,0,2.945077625867594,0,9,0,N,19,0,2019,1568917973,0,-0.5850461,53,0,-,847.938843,90.0,1,103155,4,-2.3,,655
656,5.59878711480937,-12.9,3,2019-09-19 00:00:00,-2.4,36.8,False,-4.3,18,,67.2,8,4,32,0.9029642,57,3.07168405978707,1126,9,0,Y,19,1126,2019,1568917949,1976,2.79198337,29,08h:26m,-,1623.50989,55.3,1,103155,34,-2.6,,656
657,5.556458801096737,-11.2,3,2019-09-19 00:00:00,8.5,47.3,False,-4.8,18,,67.7,9,4,32,0.882759333,50.2,2.95966437457743,1012,9,0,N,19,1012,2019,1568917931,2018,3.45253253,11,08h:12m,-,1745.44775,59.9,1,103155,48,-1.4,,657
658,5.4939107695056,0,4,2019-09-19 00:00:00,-4.3,-7,False,0,18,,67.1,10,3,31,0,0,2.7522070251807302,0,9,0,N,19,0,2019,1568917906,0,1.02614748,46,0,-,1603.36438,90.0,1,103155,22,-2.1,,658
659,5.455211491231554,0,4,2019-09-19 00:00:00,-31.1,23,False,0,18,,65.5,11,3,31,0,0,2.7938933769501304,0,9,0,N,19,0,2019,1568917888,0,3.30437517,28,0,-,1588.6156,90.0,1,103155,20,-4.9,,659
660,5.605907587261137,12.5,10,2019-09-19 00:00:00,-3.3,21.3,False,14.5,18,,79.7,12,0,28,0.786995351,96.8,3.0295746437125652,1876,9,0,Y,19,1876,2019,1568917735,1938,-1.867556,55,01h:18m,-,484.405243,14.5,1,103155,42,-5.4,,660
661,5.6844324233385,0,10,2019-09-19 00:00:00,-21.3,36,False,0,18,,79.3,13,0,28,0,0,2.8147824845934304,0,9,0,N,19,0,2019,1568917719,0,-1.35532176,39,0,-,92.34513,90.0,1,103155,46,-6.1,,661
662,5.639003026943988,11.4,10,2019-09-19 00:00:00,4.4,16.7,False,16.2,18,,78.6,14,0,28,0.856883466,99.5,2.89342356082845,1898,9,0,Y,19,1898,2019,1568917702,1908,-2.15183067,22,01h:08m,-,187.4795,5.6,1,103155,52,-4.2,,662
663,5.6760564390738,12.4,10,2019-09-19 00:00:00,10.5,36.8,False,13.6,18,,81.3,15,0,28,0.842047,94.6,2.911482156656424,1804,9,0,Y,19,1804,2019,1568917686,1907,-0.969164,6,01h:22m,-,619.205444,18.9,1,103155,38,-3.6,,663
664,5.799415002253431,3.8,11,2019-10-16 00:00:00,-4.9,17,False,16.2,16,,85.3,1,0,16,0.8987138,85.1,1.57513156407399,1864,10,0,Y,16,1864,2019,1571242572,2191,-2.6269865,12,00h:22m,-,1151.45825,31.7,1,103232,38,-2.2,,664
665,6.028998499977726,-8.8,5,2019-10-16 00:00:00,7.7,19,False,-15.2,16,,69.6,2,3,15,0.965313852,76,1.66890617051574,1746,10,0,Y,16,1746,2019,1571242557,2298,1.71454084,57,06h:58m,-,1494.19592,40.6,1,103232,2,-0.2,,665
666,5.888473106063341,-6.8,4,2019-10-16 00:00:00,-6.6,15.4,False,-10.5,16,,71.8,3,3,15,0.783993363,54.7,1.5422005699294468,1233,10,0,Y,16,1233,2019,1571242541,2256,1.68990159,41,07h:02m,-,1888.70325,56.9,1,103232,58,-1.3,,666
667,5.903873302937142,3.3,11,2019-10-16 00:00:00,18.2,16.6,False,20,16,,84.5,4,0,15,0.8673704,97.7,1.73875623623871,2200,10,0,N,16,2200,2019,1571242525,2252,-3.319683,25,00h:16m,-,482.355,12.4,1,103232,44,-1.0,,667
668,6.0198917414337,0,4,2019-10-16 00:00:00,4.4,27.1,False,0,16,,75.9,5,4,15,0,0,1.7334350420049,0,10,0,Y,16,0,2019,1571242510,0,-0.458858132,10,0,-,2117.39966,90.0,1,103232,12,-1.4,,668
669,6.083466347829546,3.6,11,2019-10-16 00:00:00,-0.5,43,False,18.3,16,,84.4,6,0,14,0.8182433,91.6,1.587990547033168,2042,10,0,N,16,2042,2019,1571242478,2230,-1.80437577,38,00h:20m,-,896.016968,23.7,1,103232,40,-2.0,,669
670,5.963711459196075,3.7,11,2019-10-16 00:00:00,12.4,26.3,False,16.8,16,,84,7,0,14,0.9777366,85.3,1.506128709638397,1858,10,0,N,16,1858,2019,1571242461,2180,-2.23944616,21,00h:22m,-,1138.68469,31.5,1,103232,38,-0.7,,670
671,6.01100952357243,-6.7,4,2019-10-16 00:00:00,12.4,25.3,False,-6.1,16,,74.1,8,4,14,0.8754445,39.4,1.6168032701740764,932,10,0,N,16,932,2019,1571242441,2365,0.9561534,1,07h:32m,-,2174.10278,66.8,1,103232,28,-0.4,,671
672,5.953800041858176,-12.2,4,2019-10-16 00:00:00,2.3,28.6,False,-11.9,16,,69.4,9,3,13,0.8489508,75,1.6367682866086228,1696,10,0,Y,16,1696,2019,1571242417,2262,2.84103465,37,07h:28m,-,1496.52856,41.4,1,103232,32,-0.7,,672
673,6.137439051323658,0,5,2019-10-16 00:00:00,25.1,20,False,0,16,,69,10,3,13,0,0,1.73613222048669,0,10,0,N,16,0,2019,1571242398,0,1.73714912,18,0,-,1419.0564,90.0,1,103232,8,0.9,,673
674,6.0328505012959175,-7.4,4,2019-10-16 00:00:00,1.7,7.3,False,-6,16,,73.8,11,4,12,0.903863,42.8,1.6042586244857173,1009,10,0,N,16,1009,2019,1571242360,2357,-0.421094656,40,07h:44m,-,2130.33057,64.7,1,103232,16,-0.8,,674
675,6.0186483031116005,-8.1,4,2019-10-16 00:00:00,2.6,15.2,False,-10.2,16,,71.7,12,3,11,0.9164558,56.5,1.6581890970086364,1284,10,0,Y,16,1284,2019,1571242314,2274,0.7053785,54,07h:16m,-,1876.45154,55.6,1,103232,44,-1.0,,675
676,5.832927764771562,4,11,2019-10-16 00:00:00,-11.8,26.5,False,16.5,16,,84.9,13,0,11,0.9464356,87.8,1.4865982142018865,1852,10,0,N,16,1852,2019,1571242293,2109,-1.94700336,33,00h:24m,-,1009.10571,28.6,1,103232,36,-2.8,,676
677,5.988503716451607,6.5,11,2019-10-16 00:00:00,10.1,25.8,False,18.7,16,,84.7,14,0,11,0.8647162,97.5,1.68446358523755,2107,10,0,Y,16,2107,2019,1571242276,2160,-2.99195576,16,00h:36m,-,475.451141,12.7,1,103232,24,-1.3,,677
678,5.9348130011469005,9,11,2019-10-16 00:00:00,-0.7,25.1,False,16.5,16,,82.7,15,0,10,0.8959376,91.9,1.722365973746605,1955,10,0,Y,16,1955,2019,1571242244,2126,-2.33641577,44,00h:54m,-,836.1704,23.2,1,103232,6,-2.4,,678
679,6.039577141726089,6.5,11,2019-10-16 00:00:00,16.6,26.6,False,18.8,16,,82.7,16,0,10,0.8326151,97,1.8145896877975465,2069,10,0,N,16,2069,2019,1571242230,2133,-2.95137739,30,00h:36m,-,518.293945,14.1,1,103232,24,-0.7,,679
680,6.013550566883379,-7.5,5,2019-10-16 00:00:00,-5.6,22.1,False,-15,16,,69.6,17,3,9,0.9304827,72,1.7612496745931103,1646,10,0,Y,16,1646,2019,1571242167,2285,1.78355527,27,06h:50m,-,1584.86353,43.9,1,103232,10,-1.4,,680
681,6.069609031535517,-6.9,4,2019-10-16 00:00:00,-0.8,31.4,False,-5.6,16,,74.6,18,4,9,0.886988,37.6,1.6171940838229646,880,10,0,Y,16,880,2019,1571242140,2339,0.7269212,0,07h:44m,-,2167.33716,67.9,1,103232,16,-1.3,,681
682,6.049230422580657,-6.8,4,2019-10-16 00:00:00,14.3,11.7,False,-5.7,16,,73.4,19,4,8,0.867973268,39.6,1.8596240185746602,913,10,0,N,16,913,2019,1571242125,2306,-0.0687297359,45,07h:40m,-,2117.79956,66.7,1,103232,20,-0.4,,682
683,6.027410212573737,-4.3,3,2019-10-16 00:00:00,11.9,22.4,False,-1.1,16,,74.4,20,4,8,0.921952546,19.4,1.972304008903414,449,10,0,N,16,449,2019,1571242107,2316,0.331847727,27,08h:32m,-,2272.32715,78.8,1,103232,28,-0.5,,683
684,6.054842036762415,-10,4,2019-10-16 00:00:00,14.7,30.4,False,-13.3,16,,67.5,21,3,7,0.9268962,71.2,1.73756594752299,1617,10,0,N,16,1617,2019,1571242069,2269,2.47489667,49,07h:08m,-,1592.534,44.6,1,103232,52,0.4,,684
685,6.050447154865972,-0.4,5,2019-10-16 00:00:00,3.9,10.7,False,-5.3,16,,74.7,22,4,7,0.9513321,21.5,1.8143996090571,485,10,0,N,16,485,2019,1571242050,2257,-0.615594447,30,06h:14m,-,2204.41748,77.6,1,103232,46,-1.3,,685
686,6.038193020989077,-9.2,4,2019-10-16 00:00:00,8.2,15.4,False,-12.3,16,,70.2,23,3,7,0.911585,66.8,1.78985105258934,1532,10,0,Y,16,1532,2019,1571242031,2293,1.24347377,11,07h:12m,-,1706.27747,48.1,1,103232,48,-0.5,,686
687,6.0352723188849,-6.7,2,2019-10-16 00:00:00,6.1,23.4,False,0.1,16,,74.7,24,4,6,0.8287507,30.5,1.88579363803701,700,10,0,Y,16,700,2019,1571242016,2296,-0.1177572,56,09h:10m,-,2186.61572,72.2,1,103232,50,-1.4,,687
688,6.1225492219047,0,5,2019-10-16 00:00:00,31.1,46.6,False,0,16,,67.6,25,3,6,0,0,1.764777768430494,0,10,0,N,16,0,2019,1571241996,0,3.49672484,36,0,-,1410.72363,90.0,1,103232,2,1.1,,688
689,5.828195546916601,0,10,2019-10-16 00:00:00,23.9,25.4,False,0,16,,78.5,26,6,6,0,0,2.08173753597264,0,10,0,N,16,0,2019,1571241976,0,-0.2218785,16,0,-,32.1073456,90.0,1,103232,52,-0.7,,689
690,5.9467921678317754,0,10,2019-10-16 00:00:00,27.1,30.4,False,0,16,,77.2,27,6,5,0,0,2.038352135644227,0,10,0,N,16,0,2019,1571241952,0,-0.99283123,52,0,-,45.1761932,90.0,1,103232,52,-1.0,,690
691,5.960371793836669,8.1,11,2019-10-16 00:00:00,13.7,30,False,16.9,16,,83,28,0,5,0.946614,92.3,1.81100459592858,2005,10,0,N,16,2005,2019,1571241931,2172,-1.805215,31,00h:48m,-,835.8241,22.6,1,103232,12,-1.3,,691
692,6.055334031513819,6.9,11,2019-10-16 00:00:00,17.7,21.7,False,19,16,,82.7,29,0,5,0.874757051,97.2,1.758863060416254,2077,10,0,N,16,2077,2019,1571241916,2137,-3.03999019,16,00h:38m,-,504.4366,13.7,1,103232,22,-0.6,,692
693,6.016859326730928,7.5,11,2019-10-16 00:00:00,-10.5,11.7,False,16.6,16,,82.1,30,0,5,0.912780643,90.2,1.5988608948187202,1918,10,0,N,16,1918,2019,1571241900,2126,-3.39692569,0,00h:44m,-,918.0229,25.6,1,103232,16,-3.0,,693
694,6.020733637760439,7.7,11,2019-10-16 00:00:00,-8,27.7,False,16.3,16,,82.5,31,0,4,0.9006867,91.7,1.72772047506708,1912,10,0,Y,16,1912,2019,1571241886,2085,-1.88426888,46,00h:46m,-,833.2225,23.5,1,103232,14,-2.9,,694
695,5.900719037840484,7.6,11,2019-10-04 00:00:00,-1,20.1,False,16.5,17,,84.7,32,0,50,0.8545114,91.9,1.7883669712222547,1928,10,0,Y,4,1928,2019,1570211440,2098,-2.48929143,40,00h:46m,-,828.1401,23.2,1,103232,14,-2.1,,695
696,5.856559982655252,8.3,11,2019-10-04 00:00:00,-4.8,18.1,False,16.1,17,,84.5,33,0,50,0.864755,90.1,1.7857131162313444,2044,10,0,Y,4,2044,2019,1570211426,2268,-2.92534423,26,00h:48m,-,983.115845,25.7,1,103232,12,-3.5,,696
697,6.1005675945747,-9.3,3,2019-10-04 00:00:00,-5.2,43.3,False,-2.4,17,,74.7,34,4,50,0.8599619,40,1.6964799894552902,919,10,0,N,4,919,2019,1570211407,2297,1.93392253,7,08h:36m,-,2105.59082,66.4,1,103232,24,-1.9,,697
698,6.076965232334101,0,4,2019-10-04 00:00:00,-20.8,-23.8,False,0,17,,71.7,35,4,49,0,0,1.6413759867468602,0,10,0,N,4,0,2019,1570211357,0,-3.4836998,17,0,-,1991.28821,90.0,1,103232,16,-3.2,,698
699,5.966835212481663,-6.5,1,2019-10-04 00:00:00,-6.4,32.8,False,6.3,17,,76.8,36,4,48,0.8177583,42.1,1.6744517741987102,994,10,0,Y,4,994,2019,1570211332,2360,0.830831,52,10h:34m,-,2140.24219,65.1,1,103232,26,-1.5,,699
700,6.040258834640511,-10,3,2019-10-04 00:00:00,-10.6,2.7,False,-5.4,17,,73.4,37,3,48,0.775377333,51.2,1.664308936256784,1181,10,0,N,4,1181,2019,1570211282,2304,-0.234003678,2,08h:08m,-,1978.68958,59.2,1,103232,52,-2.0,,700
701,6.0096997138591535,-1.4,0,2019-10-04 00:00:00,2.2,32,False,10.5,17,,79.9,38,4,47,0.8831611,51.9,1.8024614725560146,1181,10,0,Y,4,1181,2019,1570211266,2274,-1.00070977,46,11h:42m,-,1943.3927,58.7,1,103232,18,-1.9,,701
702,6.027816938296141,-5.7,1,2019-10-04 00:00:00,-11.9,41,False,6,17,,78.5,39,4,47,0.9072968,40.4,1.5110765016406684,921,10,0,N,4,921,2019,1570211226,2278,0.434425682,6,10h:40m,-,2083.45337,66.2,1,103232,20,-1.8,,702
703,6.001988198099401,0,0,2019-10-04 00:00:00,5.6,52,False,0,17,,79.4,40,4,46,0,0,1.71615912334347,0,10,0,N,4,0,2019,1570211203,0,0.325832069,43,0,-,1903.05115,90.0,1,103232,50,-1.9,,703
704,6.064889937040155,-7.1,4,2019-10-04 00:00:00,-14.1,20.5,False,-6.2,17,,74.3,41,3,46,0.7771982,40.4,1.5905223744648382,946,10,0,N,4,946,2019,1570211175,2342,-0.700558841,15,07h:48m,-,2142.073,66.2,1,103232,12,-2.7,,704
705,5.948944825315363,7.8,11,2019-10-04 00:00:00,15.4,28.2,False,16.5,17,,84.4,42,0,46,0.849224746,91,1.6737040707855,1948,10,0,N,4,1948,2019,1570211160,2139,-2.33313441,0,00h:48m,-,884.6615,24.4,1,103232,12,-1.6,,705
706,5.893586819981874,7.5,10,2019-10-04 00:00:00,-3.9,13.4,False,11.1,17,,80.2,43,6,45,0.9159114,99.5,1.78018176123606,932,10,0,N,4,932,2019,1570211127,936,-2.611515,27,01h:08m,-,91.3167648,5.6,1,103232,52,-2.7,,706
707,5.91415158379266,6.8,11,2019-10-04 00:00:00,16.1,11.9,False,12.1,17,,79.3,44,6,45,0.9072865,91.6,1.81569390039765,1063,10,0,N,4,1063,2019,1570211109,1161,-2.17030478,9,00h:56m,-,466.539276,23.7,1,103232,4,-1.0,,707
708,6.000852108858829,8.1,10,2019-10-04 00:00:00,3.3,19.1,False,12,17,,80.7,45,6,44,0.861717463,99.2,1.6106337622906832,1064,10,0,Y,4,1064,2019,1570211081,1073,-2.73181033,41,01h:08m,-,137.956924,7.4,1,103232,52,-2.1,,708
709,5.923131800341744,11.4,10,2019-10-04 00:00:00,-4.2,11.5,False,16.7,17,,84.2,46,0,44,0.7725338,99.7,1.6910526108381168,2178,10,0,N,4,2178,2019,1570211065,2185,-3.147603,25,01h:08m,-,172.507217,4.5,1,103232,52,-2.3,,709
710,5.89953281736624,6.9,11,2019-10-04 00:00:00,6.9,26.2,False,18.8,17,,82.8,47,0,44,0.956054151,98.5,1.8860695566726,2087,10,0,Y,4,2087,2019,1570211050,2120,-1.986174,10,00h:38m,-,369.719574,10.0,1,103232,22,-1.9,,710
711,5.987683932985794,0,11,2019-10-04 00:00:00,-4.5,30.7,False,0,17,,82.7,48,0,43,0,0,1.6043826074255383,0,10,0,Y,4,0,2019,1570211037,0,-2.13577652,57,0,-,1022.80359,90.0,1,103232,34,-3.6,,711
712,6.043526518372512,7.4,11,2019-10-04 00:00:00,9,8.2,False,16.3,17,,82.2,49,0,43,0.9058988,88.7,1.6618744939958654,1839,10,0,N,4,1839,2019,1570211021,2072,-3.305406,41,00h:44m,-,955.1973,27.4,1,103232,16,-1.8,,712
713,6.176331472642617,-0.7,0,2019-10-04 00:00:00,-3.7,32.1,False,6.2,17,,77.9,50,1,40,0.8793958,33.1,1.8853261183512602,752,10,0,Y,4,752,2019,1570210816,2274,-0.9556529,16,11h:42m,-,2145.824,70.7,1,103232,18,-2.2,,713
714,6.101792430534567,-0.7,0,2019-10-04 00:00:00,-12.8,9.9,False,5.4,17,,77.4,51,1,39,0.906333745,29.8,2.1341259874958403,666,10,0,N,4,666,2019,1570210796,2232,-1.95645964,56,11h:34m,-,2130.62573,72.6,1,103232,26,-2.9,,714
715,6.109111590650679,-0.1,12,2019-10-04 00:00:00,1.6,36.8,False,5.5,17,,77.6,52,1,39,0.8647627,28,1.9084660265229156,644,10,0,Y,4,644,2019,1570210761,2297,0.235658258,21,00h:00m,-,2204.51831,73.7,1,103232,0,-1.3,,715
716,6.144476223250366,-3.5,0,2019-10-04 00:00:00,4.2,43.4,False,16.1,17,,77.4,53,1,39,0.815611959,99.7,1.964400724770666,1265,10,0,N,4,1265,2019,1570210740,1269,0.7900871,0,11h:36m,-,101.843681,4.6,1,103232,24,-1.2,,716
717,6.0794750748576005,-4,1,2019-10-04 00:00:00,8.8,33.5,False,6.7,17,,78.5,54,1,38,0.899037838,38.7,1.9141112233818902,861,10,0,Y,4,861,2019,1570210709,2227,-0.447227746,29,10h:58m,-,2053.71948,67.3,1,103232,2,-1.1,,717
718,6.241211754893467,0,3,2019-10-04 00:00:00,-23.9,17,False,0,17,,74.7,55,3,38,0,0,1.90051607900427,0,10,0,N,4,0,2019,1570210686,0,-0.958947241,6,0,-,2131.767,90.0,1,103232,54,-3.6,,718
719,6.121005521114952,-7,4,2019-10-04 00:00:00,-13.4,13,False,-5.5,17,,73.2,56,3,37,0.973482668,38.3,1.7580216562155002,912,10,0,N,4,912,2019,1570210670,2381,-0.5147912,50,07h:54m,-,2199.565,67.5,1,103232,6,-2.4,,719
720,6.052949057756913,6.1,11,2019-10-04 00:00:00,-1.1,13.1,False,19.1,17,,83.7,57,0,37,0.9665472,97.7,1.902319395936145,2123,10,0,N,4,2123,2019,1570210648,2174,-3.630744,28,00h:32m,-,465.921844,12.4,1,103232,28,-2.7,,720
721,6.053357784791656,7.7,10,2019-10-04 00:00:00,9,3.4,False,11.7,17,,79.3,58,6,37,0.731432855,99.3,2.0700685727003103,1003,10,0,N,4,1003,2019,1570210630,1009,-3.58278918,10,01h:06m,-,115.099205,6.5,1,103232,54,-3.2,,721
722,6.041943709971156,6,11,2019-10-04 00:00:00,-0.6,10.5,False,14.2,17,,79.1,59,6,36,0.9750021,99.2,2.023533694020653,1139,10,0,N,4,1139,2019,1570210613,1148,-2.98106575,53,00h:44m,-,147.796738,7.4,1,103232,16,-2.7,,722
723,6.0231358031184214,5.1,11,2019-10-04 00:00:00,17.1,17.7,False,14.1,17,,79.2,60,6,36,0.827458143,99.8,2.13472310035764,1085,10,0,N,4,1085,2019,1570210597,1087,-2.34638643,37,00h:40m,-,-74.90232,-3.9,1,103232,20,-1.9,,723
724,6.134054011948434,3.1,11,2019-10-04 00:00:00,-10.6,28,False,16.7,17,,83.2,61,0,36,0.84167695,85.7,1.9183131131520565,1820,10,0,Y,4,1820,2019,1570210578,2124,-2.74342728,18,00h:16m,-,1094.64453,31.0,1,103232,44,-2.9,,724
725,6.10809548172525,8.4,11,2019-10-04 00:00:00,-0.1,33.5,False,16.8,17,,83.5,62,0,36,0.858899951,92.5,1.91844980606565,1994,10,0,Y,4,1994,2019,1570210563,2154,-2.209367,3,00h:50m,-,816.3046,22.3,1,103232,10,-2.9,,725
726,6.039665921253783,7.1,11,2019-10-04 00:00:00,2.9,12,False,18.9,17,,83.8,63,0,35,0.948907733,97.8,1.9211801210304302,2154,10,0,N,4,2154,2019,1570210549,2203,-3.52732,49,00h:40m,-,459.654236,12.0,1,103232,20,-2.6,,726
727,6.1688254686942,8.1,11,2019-10-04 00:00:00,-8.1,17.9,False,16.7,17,,83.1,64,0,35,0.800763667,91.4,2.01066076421106,1924,10,0,Y,4,1924,2019,1570210536,2105,-3.45079064,36,00h:48m,-,854.4908,23.9,1,103232,12,-2.8,,727
728,6.015768906781765,7.7,11,2019-10-04 00:00:00,-3.8,26.7,False,17.2,17,,82.5,65,0,35,0.768625259,92.4,1.9792547569454753,2028,10,0,Y,4,2028,2019,1570210524,2196,-2.56720948,24,00h:44m,-,841.000549,22.5,1,103232,16,-3.9,,728
729,6.020405488153641,7.1,11,2019-09-25 00:00:00,-7.4,31.1,False,16.8,17,,84.9,66,0,7,0.919907749,92.7,2.40818996429037,1968,9,0,Y,25,1968,2019,1569431253,2123,-2.20915222,33,00h:42m,-,797.275146,22.1,1,103232,18,-3.8,,729
730,5.936595251805777,4.8,11,2019-09-25 00:00:00,6.5,31.6,False,16.9,17,,84.8,67,0,7,0.9185361,89.1,2.397249537764554,1888,9,0,Y,25,1888,2019,1569431237,2119,-1.96800578,17,00h:28m,-,960.350647,27.0,1,103232,32,-2.6,,730
731,5.9360597203089,-0.4,0,2019-09-25 00:00:00,-9.9,9.7,False,6.1,17,,80.6,68,1,6,0.8266201,34.6,2.5015397019650703,767,9,0,N,25,767,2019,1569431218,2220,-1.8643409,58,11h:42m,-,2083.26782,69.8,1,103232,18,-2.9,,731
732,6.058986984275277,-6.1,1,2019-09-25 00:00:00,14,42.9,False,4.5,17,,77.8,69,1,6,0.8983585,36.2,2.605300059734334,772,9,0,N,25,772,2019,1569431199,2131,0.6742943,39,10h:20m,-,1985.99023,68.8,1,103232,40,-1.3,,732
733,5.930467003764966,-5.8,1,2019-09-25 00:00:00,-3.3,30.6,False,6,17,,79.4,70,1,6,0.964761734,42.8,2.61062303546421,943,9,0,Y,25,943,2019,1569431182,2202,-0.437561452,22,10h:38m,-,1990.04138,64.6,1,103232,22,-2.6,,733
734,5.968518939518343,0.1,0,2019-09-25 00:00:00,-9.8,20.2,False,6.2,17,,80.7,71,1,5,0.806366861,34,2.530881076681585,727,9,0,Y,25,727,2019,1569431144,2139,-1.33438683,44,11h:54m,-,2011.326,70.1,1,103232,6,-2.8,,734
735,5.946631045784287,0,0,2019-09-25 00:00:00,4.5,16.8,False,6.2,17,,79,72,1,5,0.8689393,33.3,2.75904035852445,708,9,0,Y,25,708,2019,1569431125,2128,-1.53742969,25,11h:50m,-,2007.17371,70.6,1,103232,10,-2.0,,735
736,5.829678847443789,-0.9,0,2019-09-25 00:00:00,9,26.1,False,9.6,17,,81.5,73,1,5,0.850296736,49.5,2.5645774317196803,1078,9,0,Y,25,1078,2019,1569431109,2177,-0.69529593,9,11h:48m,-,1891.44324,60.3,1,103232,12,-1.4,,736
737,6.0086006981094515,-7.8,3,2019-09-25 00:00:00,1.8,29.9,False,-5,17,,74.5,74,3,4,0.830693841,38.9,2.72923786504083,900,9,0,Y,25,900,2019,1569431079,2312,0.85909754,39,08h:02m,-,2129.27,67.1,1,103232,58,-2.6,,737
738,5.892779569324479,-6.3,3,2019-09-25 00:00:00,-18.7,6.9,False,-4.5,17,,76.5,75,3,4,0.865367,34.4,2.5554912637268665,783,9,0,N,25,783,2019,1569431063,2275,-0.780037045,23,08h:08m,-,2135.61426,69.9,1,103232,52,-4.0,,738
739,5.971801879155879,-6,2,2019-09-25 00:00:00,-7.5,19.6,False,-0.2,17,,76.7,76,3,4,0.8432408,29.5,2.5619713129493147,635,9,0,Y,25,635,2019,1569431046,2152,-0.8803904,6,09h:16m,-,2055.90283,72.8,1,103232,44,-3.3,,739
740,5.857133735936964,0,10,2019-09-25 00:00:00,-2.5,21.4,False,0,17,,81.1,77,6,3,0,0,2.76084678897339,0,9,0,Y,25,0,2019,1569431029,0,-1.83947194,49,0,-,-438.958038,-90.0,1,103232,18,-4.3,,740
741,5.7710498775384,7.4,10,2019-09-25 00:00:00,-3.7,9.9,False,11.3,17,,80.4,78,0,3,0.8864714,99.5,2.709283567110237,959,9,0,N,25,959,2019,1569431012,964,-2.53113937,32,01h:06m,-,98.23401,5.8,1,103232,54,-4.3,,741
742,5.758156373581794,0,7,2019-09-25 00:00:00,-14,10.9,False,0,17,,84.8,79,0,3,0,0,2.568557549835966,0,9,0,N,25,0,2019,1569430996,0,-3.472361,16,0,-,-645.3325,-90.0,1,103232,8,-4.8,,742
743,5.841923204417781,7.5,11,2019-09-25 00:00:00,7.8,21.4,False,18.2,17,,85,80,0,3,0.9604705,99.3,2.6123829993776466,2086,9,0,Y,25,2086,2019,1569430981,2101,-2.82927537,1,00h:44m,-,251.719864,6.9,1,103232,16,-2.7,,743
744,5.854411623071934,8.3,11,2019-09-25 00:00:00,-14.6,21,False,16.1,17,,84.1,81,0,1,0.905401468,93.1,2.4883853909214535,1953,9,0,N,25,1953,2019,1569430880,2097,-2.68776917,20,00h:50m,-,764.421,21.4,1,103232,10,-5.0,,744
745,5.846625468204456,8,11,2019-09-25 00:00:00,5.7,31.1,False,16.2,17,,84.9,82,0,1,0.9099957,91.5,2.717190178014644,1939,9,0,Y,25,1939,2019,1569430862,2119,-1.88434875,2,00h:50m,-,854.903442,23.8,1,103232,10,-2.8,,745
746,5.983239411981663,-0.8,0,2019-09-25 00:00:00,-13.7,18.2,False,6.7,17,,79.6,83,1,0,0.8801272,38.3,2.679204928613074,822,9,0,N,25,822,2019,1569430843,2144,-1.45662594,43,11h:42m,-,1980.05811,67.5,1,103232,18,-3.5,,746
747,5.906825796379951,-1.8,0,2019-09-25 00:00:00,-4.8,17.6,False,9.8,17,,78.4,84,1,0,0.8856989,54.1,2.8110172385247147,1162,9,0,Y,25,1162,2019,1569430822,2148,-1.586155,22,11h:36m,-,1806.44055,57.2,1,103232,24,-3.6,,747
748,5.920636918448187,-4.5,1,2019-09-25 00:00:00,1.1,19.9,False,6.7,17,,79.1,85,1,0,0.9742712,43.1,2.8170255948330603,937,9,0,Y,25,937,2019,1569430804,2176,-1.31179976,4,10h:54m,-,1964.1709,64.5,1,103232,6,-2.5,,748
749,5.906506636274478,-1.4,0,2019-09-25 00:00:00,-1.7,14.7,False,5.5,16,,79.7,86,1,59,0.813008666,31.4,2.7390530389402636,687,9,0,Y,25,687,2019,1569430789,2190,-1.11131322,49,11h:28m,-,2079.31323,71.7,1,103232,32,-2.4,,749
750,5.948099648148723,-6.6,3,2019-09-25 00:00:00,-10.2,9,False,-1.6,16,,74,87,3,59,0.865827143,31.1,2.83031791768791,694,9,0,N,25,694,2019,1569430768,2229,-0.788655,28,08h:54m,-,2118.57617,71.9,1,103232,6,-3.7,,750
751,6.036133834634241,-4.3,2,2019-09-25 00:00:00,-11.6,11.3,False,-0.3,16,,76.3,88,3,59,0.9573938,22.8,2.626130788112454,488,9,0,N,25,488,2019,1569430743,2142,-1.39974535,3,09h:20m,-,2085.72144,76.8,1,103232,40,-3.4,,751
